사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
힐링동물의료센터,,205379.726130873,414936.413823546,2026-05-22 03:03:03,U,0000,정상,2026-05-21 10:12:32,,2019-09-19,0,,경기도 화성시 병점구 반월동 27-5,576000001020190009,5530000,000,"경기도 화성시 병점구 영통로 70, 대성프라자  2층 (반월동)",18379,,01,영업/정상,,,031-202-7512
신장가축병원,2026-05-21,229540.015625895,424174.7449582,2026-05-22 03:03:03,U,0002,폐업,2026-05-21 14:04:23,,1998-10-30,0,,경기도 광주시 도척면 진우리 381-1,554000001019980001,5540000,000,경기도 광주시 도척면 도척로 376-64,12814,,03,폐업,,,
